tab 	magic_measurements
er_citation_names	magic_method_codes	magic_software_packages	measurement_number	measurement_standard	measurement_temp	er_sample_name	treatment_temp	magic_instrument_codes	er_location_name	measurement_flag	magic_experiment_name	er_site_name	er_specimen_name	treatment_dc_field	measurement_magn_moment	er_scientist_mail_names	measurement_lab_field_dc
This study	LP-HYS	pmagpy-1.57b	179	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.333e-08		-2.108e-01
This study	LP-HYS	pmagpy-1.57b	180	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.350e-08		-2.148e-01
This study	LP-HYS	pmagpy-1.57b	181	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.358e-08		-2.188e-01
This study	LP-HYS	pmagpy-1.57b	182	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.369e-08		-2.228e-01
This study	LP-HYS	pmagpy-1.57b	183	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.383e-08		-2.268e-01
This study	LP-HYS	pmagpy-1.57b	184	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.396e-08		-2.308e-01
This study	LP-HYS	pmagpy-1.57b	185	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.410e-08		-2.348e-01
This study	LP-HYS	pmagpy-1.57b	186	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.424e-08		-2.388e-01
This study	LP-HYS	pmagpy-1.57b	187	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.431e-08		-2.428e-01
This study	LP-HYS	pmagpy-1.57b	188	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.441e-08		-2.468e-01
This study	LP-HYS	pmagpy-1.57b	189	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.449e-08		-2.508e-01
This study	LP-HYS	pmagpy-1.57b	190	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.456e-08		-2.548e-01
This study	LP-HYS	pmagpy-1.57b	191	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.463e-08		-2.588e-01
This study	LP-HYS	pmagpy-1.57b	192	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.470e-08		-2.628e-01
This study	LP-HYS	pmagpy-1.57b	193	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.474e-08		-2.668e-01
This study	LP-HYS	pmagpy-1.57b	194	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.483e-08		-2.708e-01
This study	LP-HYS	pmagpy-1.57b	195	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.490e-08		-2.748e-01
This study	LP-HYS	pmagpy-1.57b	196	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.499e-08		-2.788e-01
This study	LP-HYS	pmagpy-1.57b	197	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.501e-08		-2.828e-01
This study	LP-HYS	pmagpy-1.57b	198	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.507e-08		-2.868e-01
This study	LP-HYS	pmagpy-1.57b	199	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.515e-08		-2.908e-01
This study	LP-HYS	pmagpy-1.57b	200	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.514e-08		-2.948e-01
This study	LP-HYS	pmagpy-1.57b	201	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.520e-08		-2.988e-01
This study	LP-HYS	pmagpy-1.57b	202	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.526e-08		-3.028e-01
This study	LP-HYS	pmagpy-1.57b	203	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.523e-08		-3.068e-01
This study	LP-HYS	pmagpy-1.57b	204	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.528e-08		-3.108e-01
This study	LP-HYS	pmagpy-1.57b	205	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.532e-08		-3.148e-01
This study	LP-HYS	pmagpy-1.57b	206	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.538e-08		-3.188e-01
This study	LP-HYS	pmagpy-1.57b	207	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.535e-08		-3.228e-01
This study	LP-HYS	pmagpy-1.57b	208	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.536e-08		-3.268e-01
This study	LP-HYS	pmagpy-1.57b	209	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.539e-08		-3.308e-01
This study	LP-HYS	pmagpy-1.57b	210	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.546e-08		-3.348e-01
This study	LP-HYS	pmagpy-1.57b	211	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.544e-08		-3.388e-01
This study	LP-HYS	pmagpy-1.57b	212	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.547e-08		-3.428e-01
This study	LP-HYS	pmagpy-1.57b	213	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.546e-08		-3.468e-01
This study	LP-HYS	pmagpy-1.57b	214	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.552e-08		-3.508e-01
This study	LP-HYS	pmagpy-1.57b	215	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.551e-08		-3.548e-01
This study	LP-HYS	pmagpy-1.57b	216	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.555e-08		-3.588e-01
This study	LP-HYS	pmagpy-1.57b	217	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.555e-08		-3.628e-01
This study	LP-HYS	pmagpy-1.57b	218	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.551e-08		-3.668e-01
This study	LP-HYS	pmagpy-1.57b	219	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.552e-08		-3.708e-01
This study	LP-HYS	pmagpy-1.57b	220	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.549e-08		-3.748e-01
This study	LP-HYS	pmagpy-1.57b	221	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.555e-08		-3.787e-01
This study	LP-HYS	pmagpy-1.57b	222	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.554e-08		-3.827e-01
This study	LP-HYS	pmagpy-1.57b	223	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.548e-08		-3.867e-01
This study	LP-HYS	pmagpy-1.57b	224	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.547e-08		-3.907e-01
This study	LP-HYS	pmagpy-1.57b	225	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.546e-08		-3.947e-01
This study	LP-HYS	pmagpy-1.57b	226	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.548e-08		-3.987e-01
This study	LP-HYS	pmagpy-1.57b	227	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.546e-08		-4.027e-01
This study	LP-HYS	pmagpy-1.57b	228	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.544e-08		-4.067e-01
This study	LP-HYS	pmagpy-1.57b	229	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.546e-08		-4.108e-01
This study	LP-HYS	pmagpy-1.57b	230	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.546e-08		-4.148e-01
This study	LP-HYS	pmagpy-1.57b	231	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.541e-08		-4.188e-01
This study	LP-HYS	pmagpy-1.57b	232	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.544e-08		-4.228e-01
This study	LP-HYS	pmagpy-1.57b	233	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.536e-08		-4.268e-01
This study	LP-HYS	pmagpy-1.57b	234	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.536e-08		-4.308e-01
This study	LP-HYS	pmagpy-1.57b	235	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.535e-08		-4.347e-01
This study	LP-HYS	pmagpy-1.57b	236	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.529e-08		-4.387e-01
This study	LP-HYS	pmagpy-1.57b	237	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.527e-08		-4.427e-01
This study	LP-HYS	pmagpy-1.57b	238	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.527e-08		-4.467e-01
This study	LP-HYS	pmagpy-1.57b	239	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.519e-08		-4.507e-01
This study	LP-HYS	pmagpy-1.57b	240	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.515e-08		-4.547e-01
This study	LP-HYS	pmagpy-1.57b	241	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.512e-08		-4.587e-01
This study	LP-HYS	pmagpy-1.57b	242	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.514e-08		-4.627e-01
This study	LP-HYS	pmagpy-1.57b	243	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.512e-08		-4.667e-01
This study	LP-HYS	pmagpy-1.57b	244	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.508e-08		-4.707e-01
This study	LP-HYS	pmagpy-1.57b	245	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.508e-08		-4.747e-01
This study	LP-HYS	pmagpy-1.57b	246	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.501e-08		-4.787e-01
This study	LP-HYS	pmagpy-1.57b	247	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.502e-08		-4.827e-01
This study	LP-HYS	pmagpy-1.57b	248	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.497e-08		-4.867e-01
This study	LP-HYS	pmagpy-1.57b	249	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.487e-08		-4.907e-01
This study	LP-HYS	pmagpy-1.57b	250	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.483e-08		-4.947e-01
This study	LP-HYS	pmagpy-1.57b	251	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.483e-08		-4.997e-01
This study	LP-HYS	pmagpy-1.57b	252	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.486e-08		-4.997e-01
This study	LP-HYS	pmagpy-1.57b	253	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.490e-08		-4.967e-01
This study	LP-HYS	pmagpy-1.57b	254	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.490e-08		-4.928e-01
This study	LP-HYS	pmagpy-1.57b	255	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.494e-08		-4.888e-01
This study	LP-HYS	pmagpy-1.57b	256	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.496e-08		-4.848e-01
This study	LP-HYS	pmagpy-1.57b	257	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.499e-08		-4.808e-01
This study	LP-HYS	pmagpy-1.57b	258	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.500e-08		-4.768e-01
This study	LP-HYS	pmagpy-1.57b	259	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.510e-08		-4.728e-01
This study	LP-HYS	pmagpy-1.57b	260	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.511e-08		-4.688e-01
This study	LP-HYS	pmagpy-1.57b	261	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.511e-08		-4.648e-01
This study	LP-HYS	pmagpy-1.57b	262	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.519e-08		-4.607e-01
This study	LP-HYS	pmagpy-1.57b	263	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.529e-08		-4.567e-01
This study	LP-HYS	pmagpy-1.57b	264	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.533e-08		-4.527e-01
This study	LP-HYS	pmagpy-1.57b	265	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.532e-08		-4.487e-01
This study	LP-HYS	pmagpy-1.57b	266	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.534e-08		-4.448e-01
This study	LP-HYS	pmagpy-1.57b	267	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.536e-08		-4.408e-01
This study	LP-HYS	pmagpy-1.57b	268	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.538e-08		-4.367e-01
This study	LP-HYS	pmagpy-1.57b	269	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.541e-08		-4.328e-01
This study	LP-HYS	pmagpy-1.57b	270	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.544e-08		-4.288e-01
This study	LP-HYS	pmagpy-1.57b	271	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.547e-08		-4.248e-01
This study	LP-HYS	pmagpy-1.57b	272	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.550e-08		-4.207e-01
This study	LP-HYS	pmagpy-1.57b	273	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.548e-08		-4.167e-01
This study	LP-HYS	pmagpy-1.57b	274	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.554e-08		-4.127e-01
This study	LP-HYS	pmagpy-1.57b	275	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.554e-08		-4.087e-01
This study	LP-HYS	pmagpy-1.57b	276	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.557e-08		-4.047e-01
This study	LP-HYS	pmagpy-1.57b	277	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.568e-08		-4.007e-01
This study	LP-HYS	pmagpy-1.57b	278	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.563e-08		-3.967e-01
This study	LP-HYS	pmagpy-1.57b	279	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.560e-08		-3.927e-01
This study	LP-HYS	pmagpy-1.57b	280	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.563e-08		-3.887e-01
This study	LP-HYS	pmagpy-1.57b	281	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.563e-08		-3.847e-01
This study	LP-HYS	pmagpy-1.57b	282	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.567e-08		-3.807e-01
This study	LP-HYS	pmagpy-1.57b	283	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.563e-08		-3.767e-01
This study	LP-HYS	pmagpy-1.57b	284	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.563e-08		-3.727e-01
This study	LP-HYS	pmagpy-1.57b	285	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.564e-08		-3.687e-01
This study	LP-HYS	pmagpy-1.57b	286	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.567e-08		-3.647e-01
This study	LP-HYS	pmagpy-1.57b	287	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.570e-08		-3.607e-01
This study	LP-HYS	pmagpy-1.57b	288	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.568e-08		-3.567e-01
This study	LP-HYS	pmagpy-1.57b	289	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.571e-08		-3.527e-01
This study	LP-HYS	pmagpy-1.57b	290	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.571e-08		-3.487e-01
This study	LP-HYS	pmagpy-1.57b	291	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.573e-08		-3.447e-01
This study	LP-HYS	pmagpy-1.57b	292	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.567e-08		-3.407e-01
This study	LP-HYS	pmagpy-1.57b	293	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.566e-08		-3.367e-01
This study	LP-HYS	pmagpy-1.57b	294	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.563e-08		-3.327e-01
This study	LP-HYS	pmagpy-1.57b	295	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.565e-08		-3.287e-01
This study	LP-HYS	pmagpy-1.57b	296	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.565e-08		-3.247e-01
This study	LP-HYS	pmagpy-1.57b	297	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.567e-08		-3.207e-01
This study	LP-HYS	pmagpy-1.57b	298	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.561e-08		-3.167e-01
This study	LP-HYS	pmagpy-1.57b	299	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.558e-08		-3.127e-01
This study	LP-HYS	pmagpy-1.57b	300	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.555e-08		-3.087e-01
This study	LP-HYS	pmagpy-1.57b	301	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.556e-08		-3.047e-01
This study	LP-HYS	pmagpy-1.57b	302	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.556e-08		-3.007e-01
This study	LP-HYS	pmagpy-1.57b	303	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.553e-08		-2.967e-01
This study	LP-HYS	pmagpy-1.57b	304	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.547e-08		-2.927e-01
This study	LP-HYS	pmagpy-1.57b	305	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.542e-08		-2.887e-01
This study	LP-HYS	pmagpy-1.57b	306	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.541e-08		-2.847e-01
This study	LP-HYS	pmagpy-1.57b	307	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.540e-08		-2.807e-01
This study	LP-HYS	pmagpy-1.57b	308	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.532e-08		-2.767e-01
This study	LP-HYS	pmagpy-1.57b	309	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.524e-08		-2.727e-01
This study	LP-HYS	pmagpy-1.57b	310	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.527e-08		-2.687e-01
This study	LP-HYS	pmagpy-1.57b	311	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.518e-08		-2.647e-01
This study	LP-HYS	pmagpy-1.57b	312	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.519e-08		-2.607e-01
This study	LP-HYS	pmagpy-1.57b	313	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.510e-08		-2.567e-01
This study	LP-HYS	pmagpy-1.57b	314	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.494e-08		-2.527e-01
This study	LP-HYS	pmagpy-1.57b	315	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.485e-08		-2.487e-01
This study	LP-HYS	pmagpy-1.57b	316	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.485e-08		-2.447e-01
This study	LP-HYS	pmagpy-1.57b	317	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.478e-08		-2.408e-01
This study	LP-HYS	pmagpy-1.57b	318	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.475e-08		-2.367e-01
This study	LP-HYS	pmagpy-1.57b	319	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.463e-08		-2.327e-01
This study	LP-HYS	pmagpy-1.57b	320	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.454e-08		-2.287e-01
This study	LP-HYS	pmagpy-1.57b	321	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.446e-08		-2.247e-01
This study	LP-HYS	pmagpy-1.57b	322	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.434e-08		-2.207e-01
This study	LP-HYS	pmagpy-1.57b	323	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.428e-08		-2.167e-01
This study	LP-HYS	pmagpy-1.57b	324	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.411e-08		-2.127e-01
This study	LP-HYS	pmagpy-1.57b	325	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.409e-08		-2.087e-01
This study	LP-HYS	pmagpy-1.57b	326	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.393e-08		-2.047e-01
This study	LP-HYS	pmagpy-1.57b	327	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.378e-08		-2.007e-01
This study	LP-HYS	pmagpy-1.57b	328	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.368e-08		-1.967e-01
This study	LP-HYS	pmagpy-1.57b	329	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.357e-08		-1.927e-01
This study	LP-HYS	pmagpy-1.57b	330	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.340e-08		-1.887e-01
This study	LP-HYS	pmagpy-1.57b	331	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.326e-08		-1.847e-01
This study	LP-HYS	pmagpy-1.57b	332	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.311e-08		-1.807e-01
This study	LP-HYS	pmagpy-1.57b	333	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.294e-08		-1.767e-01
This study	LP-HYS	pmagpy-1.57b	334	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.275e-08		-1.727e-01
This study	LP-HYS	pmagpy-1.57b	335	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.256e-08		-1.687e-01
This study	LP-HYS	pmagpy-1.57b	336	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.233e-08		-1.647e-01
This study	LP-HYS	pmagpy-1.57b	337	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.213e-08		-1.607e-01
This study	LP-HYS	pmagpy-1.57b	338	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.196e-08		-1.567e-01
This study	LP-HYS	pmagpy-1.57b	339	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.175e-08		-1.527e-01
This study	LP-HYS	pmagpy-1.57b	340	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.151e-08		-1.487e-01
This study	LP-HYS	pmagpy-1.57b	341	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.130e-08		-1.447e-01
This study	LP-HYS	pmagpy-1.57b	342	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.103e-08		-1.407e-01
This study	LP-HYS	pmagpy-1.57b	343	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.074e-08		-1.367e-01
This study	LP-HYS	pmagpy-1.57b	344	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.051e-08		-1.327e-01
This study	LP-HYS	pmagpy-1.57b	345	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-3.017e-08		-1.287e-01
This study	LP-HYS	pmagpy-1.57b	346	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.987e-08		-1.247e-01
This study	LP-HYS	pmagpy-1.57b	347	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.958e-08		-1.207e-01
This study	LP-HYS	pmagpy-1.57b	348	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.925e-08		-1.167e-01
This study	LP-HYS	pmagpy-1.57b	349	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.887e-08		-1.127e-01
This study	LP-HYS	pmagpy-1.57b	350	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.855e-08		-1.087e-01
This study	LP-HYS	pmagpy-1.57b	351	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.812e-08		-1.047e-01
This study	LP-HYS	pmagpy-1.57b	352	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.776e-08		-1.007e-01
This study	LP-HYS	pmagpy-1.57b	353	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.731e-08		-9.673e-02
This study	LP-HYS	pmagpy-1.57b	354	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.688e-08		-9.272e-02
This study	LP-HYS	pmagpy-1.57b	355	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.647e-08		-8.873e-02
